policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-11950,POL-19536,N,Y,CP,S,I,,2024-08-01,2024-08-02,2025-08-01,2025-01-25,AG1038,SM1018,MEMBER-000199,MEMBER-006621,MEMBER-004641,,,957001.42,16362.28,Y,16362.28,2024-08-02,,No,3,727509.46,No,9886439504,Urban,1073090.83,,2024-08-01,ORG,POL-19536,UIN-756,Plan C,FAMILY_HEALTH_OPTIMA
POL-11661,POL-16322,N,Y,IF,S,I,,2024-08-09,2024-08-12,2025-08-11,,AG1021,SM1037,MEMBER-006865,MEMBER-004096,,,,203940.2,12960.66,Y,12960.66,2024-08-12,,No,2,142637.2,No,9405362626,Urban,205849.44,,2024-08-11,IND,POL-16322,UIN-494,Plan A,GROUP_HEALTH
POL-10511,,N,N,IF,S,I,,2024-08-11,2024-08-15,2025-08-14,,AG1148,SM1000,MEMBER-002718,MEMBER-006447,MEMBER-003996,MEMBER-006534,,1428177.01,96005.83,Y,96005.83,,,No,4,896355.09,No,9998033920,Urban,,,,IND,POL-10511,UIN-675,Plan A,CRITICAL_ILLNESS
POL-18988,,N,N,XP,U,I,,2024-08-09,2024-08-12,2025-08-11,,AG1003,SM1042,MEMBER-005465,,,,,1852719.04,162689.78,Q,122017.33,,,No,1,1332722.86,No,9145327470,Rural,,,,IND,POL-18988,UIN-459,Plan B,PERSONAL_ACCIDENT
POL-17161,POL-19827,N,Y,IF,U,I,,2024-08-09,2024-08-11,2025-08-10,,AG1028,SM1003,MEMBER-000043,MEMBER-000382,MEMBER-002275,,,2490430.01,119978.21,Y,119978.21,2024-08-11,,No,3,1534445.35,No,9572438332,Urban,2947772.16,,2024-08-10,IND,POL-19827,UIN-641,Plan A,CRITICAL_ILLNESS
POL-16201,,N,N,CP,S,I,,2024-08-05,2024-08-09,2025-08-08,2025-07-02,AG1105,SM1004,MEMBER-005068,MEMBER-005804,MEMBER-006951,MEMBER-005971,,1123613.3,59579.12,Q,59579.12,,,No,4,657775.94,No,9931562093,Rural,,,,IND,POL-16201,UIN-661,Plan A,PERSONAL_ACCIDENT
POL-17063,,N,N,IF,S,I,,2024-08-11,2024-08-12,2025-08-11,,AG1012,SM1047,MEMBER-003114,MEMBER-002784,,,,155037.18,7757.44,M,5818.08,,,No,2,108717.07,No,9741474495,Rural,,,,IND,POL-17063,UIN-278,Plan B,PERSONAL_ACCIDENT
POL-14965,,N,N,IF,S,I,,2024-08-04,2024-08-08,2025-08-07,,AG1034,SM1030,MEMBER-003062,,,,,1075590.52,36411.4,Y,36411.4,,2025-03-22,Yes,1,795425.19,No,9625003206,Rural,,,,ORG,POL-14965,UIN-750,Plan B,PERSONAL_ACCIDENT
POL-16983,POL-15103,Y,N,IF,S,I,,2024-08-12,2024-08-17,2025-08-16,,AG1008,SM1040,MEMBER-005929,MEMBER-001268,MEMBER-005844,MEMBER-000009,MEMBER-005381,2291308.94,139310.21,Q,34827.55,,,No,5,1482209.04,No,9862384919,Urban,2300298.54,2024-08-17,2024-08-16,ORG,POL-15103,UIN-316,Plan A,IND_HEALTH
POL-16277,,N,N,XP,S,I,,2024-08-05,2024-08-10,2025-08-09,,AG1025,SM1027,MEMBER-004871,MEMBER-005275,,,,860321.16,43999.7,H,43999.7,,,No,2,664770.25,No,9519811643,Urban,,,,IND,POL-16277,UIN-513,Plan B,FAMILY_HEALTH_OPTIMA
POL-18215,,N,N,IF,S,G,N,2024-08-03,2024-08-08,2025-08-07,,AG1088,SM1009,MEMBER-000233,MEMBER-000986,MEMBER-001873,MEMBER-005358,MEMBER-002493,9906252.43,449149.24,H,449149.24,,,No,5,5167066.71,No,9204834228,Rural,,,,IND,POL-18215,UIN-982,Plan C,GROUP_HEALTH
POL-18210,,N,N,IF,U,I,,2024-08-03,2024-08-08,2025-08-07,,AG1034,SM1022,MEMBER-004428,MEMBER-003367,,,,426359.41,18801.33,M,1566.78,,,No,2,242516.87,No,9960666511,Rural,,,,IND,POL-18210,UIN-827,Plan B,TERM_LIFE
POL-15238,,N,N,IF,U,I,,2024-08-10,2024-08-10,2025-08-09,,AG1058,SM1045,MEMBER-005615,MEMBER-003492,,,,1935909.61,182691.0,Y,182691.0,,,No,2,1398914.41,No,9418938197,Urban,,,,IND,POL-15238,UIN-657,Plan B,IND_HEALTH
POL-15128,POL-14387,Y,N,IF,S,I,,2024-08-10,2024-08-14,2025-08-13,,AG1138,SM1001,MEMBER-002653,MEMBER-004607,MEMBER-005210,MEMBER-000891,MEMBER-003474,2294917.51,184770.76,M,138578.07,,,No,5,1693742.66,No,9164441960,Rural,1801996.14,2024-08-14,2024-08-13,ORG,POL-14387,UIN-395,Plan B,PERSONAL_ACCIDENT
POL-13195,,N,N,IF,S,I,,2024-08-09,2024-08-13,2025-08-12,,AG1140,SM1032,MEMBER-003717,MEMBER-006608,MEMBER-004286,,,2253356.37,155722.11,Q,116791.58,,,No,3,1553551.05,No,9133278171,Rural,,,,SPP,POL-13195,UIN-207,Plan A,TERM_LIFE
POL-19654,,N,N,IF,U,I,,2024-08-06,2024-08-06,2025-08-05,,AG1006,SM1003,MEMBER-000924,MEMBER-005112,MEMBER-004075,MEMBER-002030,MEMBER-004919,410569.71,10610.3,Y,10610.3,,,No,5,230027.84,No,9419958850,Urban,,,,SPP,POL-19654,UIN-151,Plan B,FAMILY_HEALTH_OPTIMA
POL-18801,,N,N,IF,S,I,,2024-08-07,2024-08-12,2025-08-11,,AG1034,SM1040,MEMBER-004467,,,,,771984.31,9624.01,Q,7218.01,,,No,1,617060.75,No,9851922527,Urban,,,,IND,POL-18801,UIN-719,Plan C,GROUP_HEALTH
POL-10571,POL-14417,N,Y,IF,S,I,,2024-08-05,2024-08-06,2025-08-05,,AG1013,SM1020,MEMBER-003352,MEMBER-001698,MEMBER-005256,MEMBER-002059,MEMBER-005971,977836.68,16139.56,Y,16139.56,2024-08-06,,No,5,546942.64,No,9166566692,Urban,1115435.46,,2024-08-05,IND,POL-14417,UIN-967,Plan A,GROUP_HEALTH
POL-11693,,N,N,IF,S,I,,2024-08-12,2024-08-12,2025-08-11,,AG1014,SM1024,MEMBER-001109,MEMBER-005499,MEMBER-001596,,,1785234.11,123812.7,H,61906.35,,,No,3,902978.27,No,9399308270,Rural,,,,ORG,POL-11693,UIN-995,Plan A,PERSONAL_ACCIDENT
POL-15117,,N,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1066,SM1041,MEMBER-002695,MEMBER-000777,MEMBER-006432,MEMBER-002464,,481563.16,31817.09,Y,31817.09,,,No,4,297694.84,No,9320560216,Urban,,,,ORG,POL-15117,UIN-907,Plan B,IND_HEALTH
POL-17868,,N,N,IF,U,I,,2024-08-10,2024-08-14,2025-08-13,,AG1129,SM1036,MEMBER-004252,MEMBER-005828,,,,793488.26,8989.2,Y,8989.2,,,No,2,460885.85,No,9805792350,Urban,,,,IND,POL-17868,UIN-288,Plan A,IND_HEALTH
POL-19518,POL-19536,Y,N,CP,S,I,,2024-08-06,2024-08-08,2025-08-07,2025-01-17,AG1118,SM1038,MEMBER-000605,MEMBER-002469,MEMBER-000766,,,889036.86,40518.11,M,13506.04,,,No,3,574304.18,No,9171253825,Urban,1043030.31,2024-08-08,2024-08-07,IND,POL-19536,UIN-668,Plan B,IND_HEALTH
POL-13892,POL-10829,N,Y,IF,S,G,E,2024-08-06,2024-08-06,2025-08-05,,AG1142,SM1004,MEMBER-000698,MEMBER-001665,MEMBER-006315,MEMBER-000451,MEMBER-006704,8467322.04,490930.42,Q,122732.6,2024-08-06,,No,5,5654648.7,No,9723420495,Urban,6430768.16,,2024-08-05,DIR,POL-10829,UIN-845,Plan B,CRITICAL_ILLNESS
POL-15729,,N,N,IF,U,I,,2024-08-06,2024-08-08,2025-08-07,,AG1029,SM1038,MEMBER-006930,MEMBER-003251,MEMBER-001877,MEMBER-000627,,1829529.19,176149.59,Y,176149.59,,,No,4,1356240.74,No,9551786298,Rural,,,,IND,POL-15729,UIN-732,Plan C,PERSONAL_ACCIDENT
POL-10311,,N,N,IF,U,I,,2024-08-03,2024-08-06,2025-08-05,,AG1064,SM1011,MEMBER-002744,,,,,430505.62,30366.21,H,30366.21,,,No,1,323852.74,No,9071114631,Rural,,,,IND,POL-10311,UIN-986,Plan A,PERSONAL_ACCIDENT
POL-18909,POL-19654,Y,N,IF,U,I,,2024-08-12,2024-08-16,2025-08-15,,AG1075,SM1000,MEMBER-003825,MEMBER-005477,,,,1830981.43,166448.96,Y,166448.96,,,No,2,1195549.03,No,9167814356,Urban,2034136.73,2024-08-16,2024-08-15,ORG,POL-19654,UIN-164,Plan B,FAMILY_HEALTH_OPTIMA
POL-17515,POL-14278,N,Y,XP,S,I,,2024-08-12,2024-08-14,2025-08-13,,AG1131,SM1023,MEMBER-001202,MEMBER-002914,MEMBER-003399,MEMBER-005121,MEMBER-001203,2453964.56,99077.75,Q,49538.88,2024-08-14,,No,5,1722721.99,No,9426181665,Rural,2528983.58,,2024-08-13,ORG,POL-14278,UIN-349,Plan B,TERM_LIFE
POL-19139,,N,N,IF,S,G,E,2024-08-01,2024-08-03,2025-08-02,,AG1121,SM1043,MEMBER-003923,MEMBER-005116,MEMBER-006606,MEMBER-004389,MEMBER-001822,3377266.3,167845.82,Y,167845.82,,,No,5,2126505.03,No,9831820607,Urban,,,,IND,POL-19139,UIN-101,Plan B,IND_HEALTH
POL-17420,POL-11263,Y,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1131,SM1046,MEMBER-005561,MEMBER-002416,MEMBER-006088,MEMBER-002831,MEMBER-004888,2292394.14,156978.02,Y,156978.02,,,No,5,1383502.59,No,9020398358,Rural,1810268.86,2024-08-01,2024-07-31,DIR,POL-11263,UIN-728,Plan B,CRITICAL_ILLNESS
POL-19127,,N,N,IF,U,I,,2024-08-11,2024-08-11,2025-08-10,,AG1096,SM1048,MEMBER-004577,MEMBER-003408,MEMBER-000021,MEMBER-001773,,833038.64,36527.36,H,36527.36,,,No,4,491724.64,No,9173584546,Urban,,,,IND,POL-19127,UIN-206,Plan B,IND_HEALTH
POL-14610,,N,N,IF,S,I,,2024-08-10,2024-08-14,2025-08-13,,AG1060,SM1013,MEMBER-004383,MEMBER-000903,,,,1730176.35,100344.55,M,25086.14,,,No,2,943554.13,No,9701521622,Rural,,,,DIR,POL-14610,UIN-134,Plan C,FAMILY_HEALTH_OPTIMA
POL-12142,,N,N,IF,S,I,,2024-08-09,2024-08-14,2025-08-13,,AG1092,SM1021,MEMBER-006449,MEMBER-005916,MEMBER-005439,MEMBER-005984,,504365.89,19936.36,Y,19936.36,,,No,4,395185.59,No,9473778762,Rural,,,,IND,POL-12142,UIN-943,Plan C,FAMILY_HEALTH_OPTIMA
POL-17167,,N,N,IF,S,I,,2024-08-02,2024-08-02,2025-08-01,,AG1114,SM1012,MEMBER-005103,MEMBER-000057,MEMBER-001924,MEMBER-003448,,1122435.98,104777.13,Q,104777.13,,,No,4,779013.91,No,9372572747,Rural,,,,IND,POL-17167,UIN-415,Plan A,TERM_LIFE
POL-18927,POL-19536,N,Y,IF,S,I,,2024-08-11,2024-08-16,2025-08-15,,AG1097,SM1030,MEMBER-006213,MEMBER-003358,MEMBER-002307,,,2126447.71,77017.33,Y,77017.33,2024-08-16,,No,3,1075240.47,No,9849566248,Urban,1525240.48,,2024-08-15,ORG,POL-19536,UIN-963,Plan B,CRITICAL_ILLNESS
POL-18944,POL-11263,Y,N,IF,S,G,E,2024-08-04,2024-08-05,2025-08-04,,AG1115,SM1022,MEMBER-001324,MEMBER-001565,MEMBER-003572,MEMBER-000234,,1259038.58,85513.94,H,42756.97,,,No,4,956267.5,No,9312082974,Urban,1488376.55,2024-08-05,2024-08-04,IOC,POL-11263,UIN-584,Plan C,PERSONAL_ACCIDENT
POL-14909,,N,N,IF,S,I,,2024-08-07,2024-08-09,2025-08-08,,AG1135,SM1013,MEMBER-006626,MEMBER-000308,MEMBER-005646,,,1754362.78,138067.45,Y,138067.45,,2024-10-04,Yes,3,1132891.71,No,9683648927,Urban,,,,DIR,POL-14909,UIN-100,Plan B,CRITICAL_ILLNESS
POL-19847,,N,N,IF,S,I,,2024-08-12,2024-08-12,2025-08-11,,AG1020,SM1037,MEMBER-005782,MEMBER-004369,MEMBER-000842,,,2090239.48,117508.88,H,117508.88,,,No,3,1089453.86,No,9245414073,Rural,,,,IND,POL-19847,UIN-928,Plan A,CRITICAL_ILLNESS
POL-13461,,N,N,IF,U,I,,2024-08-04,2024-08-05,2025-08-04,,AG1025,SM1022,MEMBER-003139,MEMBER-003796,MEMBER-006868,,,2003223.56,143610.53,Q,107707.9,,2024-08-05,Yes,3,1393833.27,No,9288988855,Urban,,,,IND,POL-13461,UIN-589,Plan A,IND_HEALTH
POL-10710,,N,N,IF,U,I,,2024-08-05,2024-08-08,2025-08-07,,AG1073,SM1023,MEMBER-005643,MEMBER-006002,MEMBER-005973,MEMBER-005125,MEMBER-000531,372246.2,22478.41,H,22478.41,,2025-01-28,Yes,5,274236.66,No,9945616695,Rural,,,,ORG,POL-10710,UIN-514,Plan C,TERM_LIFE
POL-16491,,N,N,IF,U,I,,2024-08-03,2024-08-03,2025-08-02,,AG1129,SM1011,MEMBER-000188,MEMBER-002366,MEMBER-000520,MEMBER-006595,,1367534.61,41839.07,H,41839.07,,,No,4,1061176.98,No,9955998255,Urban,,,,IND,POL-16491,UIN-578,Plan B,GROUP_HEALTH
POL-12958,,N,N,IF,U,I,,2024-08-12,2024-08-12,2025-08-11,,AG1092,SM1005,MEMBER-002131,MEMBER-000725,MEMBER-000840,MEMBER-005730,MEMBER-006535,1283757.48,67470.07,M,5622.51,,,No,5,715731.94,No,9488012807,Rural,,,,DIR,POL-12958,UIN-895,Plan B,FAMILY_HEALTH_OPTIMA
POL-12706,,N,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1096,SM1034,MEMBER-003891,MEMBER-000487,MEMBER-006126,,,755573.04,34033.46,H,17016.73,,,No,3,591961.16,No,9694626724,Rural,,,,IND,POL-12706,UIN-153,Plan A,TERM_LIFE
POL-10537,,N,N,CP,U,G,E,2024-08-04,2024-08-04,2025-08-03,2024-09-27,AG1026,SM1042,MEMBER-001298,MEMBER-003992,MEMBER-002577,,,9928873.84,865827.19,M,721522.66,,,No,3,7193528.26,No,9518023830,Rural,,,,IND,POL-10537,UIN-173,Plan A,TERM_LIFE
POL-16809,,N,N,IF,S,I,,2024-08-11,2024-08-16,2025-08-15,,AG1123,SM1009,MEMBER-002177,,,,,2127596.74,107274.05,Y,107274.05,,,No,1,1560923.63,No,9115753154,Urban,,,,IND,POL-16809,UIN-755,Plan C,IND_HEALTH
POL-12900,,N,N,IF,S,I,,2024-08-04,2024-08-05,2025-08-04,,AG1040,SM1003,MEMBER-003056,MEMBER-006622,MEMBER-001271,MEMBER-000620,MEMBER-005786,1101942.66,98535.48,Y,98535.48,,,No,5,559724.27,No,9390509393,Rural,,,,IND,POL-12900,UIN-834,Plan B,FAMILY_HEALTH_OPTIMA
POL-18948,POL-14758,Y,N,TM,S,I,,2024-08-01,2024-08-05,2025-08-04,2024-10-04,AG1149,SM1024,MEMBER-006709,MEMBER-004697,,,,1693070.43,159481.13,Y,159481.13,,,No,2,1217256.73,No,9498212455,Urban,1317563.76,2024-08-05,2024-08-04,IND,POL-14758,UIN-800,Plan C,PERSONAL_ACCIDENT
POL-13884,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1000,SM1005,MEMBER-005485,MEMBER-001346,,,,2266428.4,170939.34,M,71224.73,,,No,2,1749089.97,No,9179282658,Urban,,,,IND,POL-13884,UIN-566,Plan B,FAMILY_HEALTH_OPTIMA
POL-10561,POL-12142,N,Y,IF,U,I,,2024-08-11,2024-08-14,2025-08-13,,AG1116,SM1043,MEMBER-001934,MEMBER-001083,MEMBER-003871,MEMBER-000522,MEMBER-004215,2269138.69,131096.05,H,131096.05,2024-08-14,,No,5,1327946.34,No,9043385530,Urban,1841495.44,,2024-08-13,ORG,POL-12142,UIN-985,Plan B,PERSONAL_ACCIDENT
POL-15904,,N,N,IF,S,I,,2024-08-11,2024-08-16,2025-08-15,,AG1130,SM1032,MEMBER-000027,MEMBER-005072,MEMBER-004257,MEMBER-001856,,1278832.28,43530.41,Y,43530.41,,,No,4,790017.24,No,9325270177,Urban,,,,ORG,POL-15904,UIN-318,Plan A,FAMILY_HEALTH_OPTIMA
POL-14866,,N,N,IF,S,I,,2024-08-01,2024-08-02,2025-08-01,,AG1008,SM1045,MEMBER-004089,MEMBER-006563,MEMBER-001723,MEMBER-006531,MEMBER-004290,1369742.68,131990.85,Y,131990.85,,,No,5,860864.55,No,9993059380,Urban,,,,ORG,POL-14866,UIN-202,Plan C,PERSONAL_ACCIDENT
POL-11099,POL-14866,Y,N,XP,S,I,,2024-08-02,2024-08-04,2025-08-03,,AG1133,SM1027,MEMBER-005408,,,,,1689748.53,137516.75,Q,103137.56,,,No,1,971013.61,No,9618033700,Rural,1499273.51,2024-08-04,2024-08-03,IND,POL-14866,UIN-248,Plan B,IND_HEALTH
POL-11804,POL-14965,Y,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1061,SM1021,MEMBER-000988,,,,,863515.85,15910.63,H,15910.63,,,No,1,679605.34,No,9373233499,Rural,759952.16,2024-08-13,2024-08-12,IND,POL-14965,UIN-257,Plan C,GROUP_HEALTH
POL-12812,,N,N,IF,U,I,,2024-08-04,2024-08-09,2025-08-08,,AG1054,SM1040,MEMBER-002932,MEMBER-002687,MEMBER-000541,MEMBER-000485,MEMBER-000637,1566150.61,95102.54,M,31700.85,,,No,5,894820.34,No,9615934654,Urban,,,,ORG,POL-12812,UIN-365,Plan C,GROUP_HEALTH
POL-12791,,N,N,IF,S,I,,2024-08-12,2024-08-15,2025-08-14,,AG1094,SM1028,MEMBER-003782,MEMBER-003360,MEMBER-001701,MEMBER-000326,,1053424.45,40326.27,Y,40326.27,,,No,4,764342.59,No,9971670725,Rural,,,,IND,POL-12791,UIN-432,Plan C,FAMILY_HEALTH_OPTIMA
POL-11005,,N,N,IF,S,I,,2024-08-04,2024-08-09,2025-08-08,,AG1140,SM1030,MEMBER-006465,MEMBER-003588,,,,885384.32,20769.79,Y,20769.79,,,No,2,578544.9,No,9305564919,Rural,,,,IOC,POL-11005,UIN-973,Plan A,TERM_LIFE
POL-15898,,N,N,IF,S,I,,2024-08-08,2024-08-08,2025-08-07,,AG1029,SM1040,MEMBER-003312,MEMBER-006899,MEMBER-006237,MEMBER-004498,,612216.61,13130.57,H,6565.28,,,No,4,449846.9,No,9214610934,Rural,,,,ORG,POL-15898,UIN-708,Plan B,IND_HEALTH
POL-18552,POL-15898,N,Y,IF,S,I,,2024-08-07,2024-08-12,2025-08-11,,AG1092,SM1003,MEMBER-005355,,,,,1155741.96,94427.71,H,94427.71,2024-08-12,,No,1,638012.85,No,9587023641,Rural,1062500.82,,2024-08-11,IND,POL-15898,UIN-838,Plan B,IND_HEALTH
POL-10207,POL-13151,Y,N,IF,S,I,,2024-08-03,2024-08-05,2025-08-04,,AG1037,SM1012,MEMBER-006283,,,,,350249.84,13171.35,Q,13171.35,,,No,1,213815.99,No,9907421006,Rural,416855.15,2024-08-05,2024-08-04,IOC,POL-13151,UIN-328,Plan B,FAMILY_HEALTH_OPTIMA
POL-11918,,N,N,IF,S,I,,2024-08-02,2024-08-04,2025-08-03,,AG1044,SM1001,MEMBER-006363,MEMBER-005172,MEMBER-005542,MEMBER-005871,,597871.76,46947.45,H,46947.45,,,No,4,382062.02,No,9743760703,Urban,,,,SPP,POL-11918,UIN-498,Plan B,GROUP_HEALTH
POL-12184,,N,N,IF,S,I,,2024-08-09,2024-08-12,2025-08-11,,AG1139,SM1006,MEMBER-002455,,,,,1901371.75,57065.57,Q,14266.39,,,No,1,1003371.93,No,9948987454,Rural,,,,IND,POL-12184,UIN-864,Plan B,FAMILY_HEALTH_OPTIMA
POL-10526,,N,N,XP,U,I,,2024-08-08,2024-08-10,2025-08-09,,AG1070,SM1011,MEMBER-001047,MEMBER-000113,MEMBER-004018,,,1908910.16,100431.61,Q,25107.9,,,No,3,1266983.23,No,9816270924,Urban,,,,IND,POL-10526,UIN-883,Plan C,IND_HEALTH
POL-15388,POL-10511,N,Y,IF,S,I,,2024-08-10,2024-08-13,2025-08-12,,AG1040,SM1014,MEMBER-001283,MEMBER-001642,,,,2368317.95,152200.76,Y,152200.76,2024-08-13,2024-09-22,Yes,2,1430257.75,No,9854051933,Urban,2788000.09,,2024-08-12,IND,POL-10511,UIN-691,Plan C,IND_HEALTH
POL-17746,,N,N,IF,S,I,,2024-08-05,2024-08-09,2025-08-08,,AG1101,SM1023,MEMBER-004756,MEMBER-000581,MEMBER-005533,,,1093270.84,90730.87,M,68048.15,,,No,3,658997.32,No,9523976477,Rural,,,,ORG,POL-17746,UIN-142,Plan C,TERM_LIFE
POL-12909,,N,N,IF,S,G,E,2024-08-11,2024-08-16,2025-08-15,,AG1023,SM1004,MEMBER-002183,MEMBER-003249,MEMBER-004461,,,7683878.04,642158.25,Y,642158.25,,,No,3,5862962.19,No,9208712218,Urban,,,,IND,POL-12909,UIN-239,Plan C,FAMILY_HEALTH_OPTIMA
POL-11118,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1080,SM1007,MEMBER-003429,MEMBER-000313,,,,2120566.29,108259.64,H,108259.64,,,No,2,1242639.41,No,9898306747,Rural,,,,IND,POL-11118,UIN-717,Plan A,GROUP_HEALTH
POL-15393,,N,N,IF,S,I,,2024-08-02,2024-08-07,2025-08-06,,AG1142,SM1031,MEMBER-000858,MEMBER-002478,MEMBER-002488,,,218911.55,7020.03,Q,5265.02,,,No,3,144273.02,No,9282297588,Rural,,,,DIR,POL-15393,UIN-560,Plan A,TERM_LIFE
POL-13481,,N,N,IF,U,I,,2024-08-04,2024-08-07,2025-08-06,,AG1130,SM1039,MEMBER-002178,MEMBER-003555,,,,1505785.93,145521.28,H,145521.28,,,No,2,924066.46,No,9811607092,Urban,,,,ORG,POL-13481,UIN-176,Plan B,CRITICAL_ILLNESS
POL-16024,,N,N,IF,U,I,,2024-08-10,2024-08-15,2025-08-14,,AG1115,SM1030,MEMBER-001421,MEMBER-002412,,,,1822138.34,138975.32,Y,138975.32,,2025-04-18,Yes,2,948495.56,No,9437008784,Rural,,,,DIR,POL-16024,UIN-707,Plan C,PERSONAL_ACCIDENT
POL-12148,POL-16562,Y,N,TM,S,I,,2024-08-12,2024-08-17,2025-08-16,2024-12-10,AG1025,SM1022,MEMBER-001504,MEMBER-005994,,,,676876.61,37130.32,M,24753.55,,,No,2,492354.11,No,9576746157,Rural,652198.39,2024-08-17,2024-08-16,IND,POL-16562,UIN-959,Plan A,TERM_LIFE
POL-19542,,N,N,IF,S,I,,2024-08-08,2024-08-13,2025-08-12,,AG1058,SM1025,MEMBER-004110,MEMBER-000326,MEMBER-001213,MEMBER-004065,,1775239.88,146692.07,H,146692.07,,,No,4,1247511.7,No,9911620083,Urban,,,,IND,POL-19542,UIN-697,Plan B,FAMILY_HEALTH_OPTIMA
POL-11217,POL-14011,N,Y,IF,S,I,,2024-08-11,2024-08-15,2025-08-14,,AG1046,SM1007,MEMBER-006191,MEMBER-003735,MEMBER-002382,MEMBER-002153,MEMBER-001808,1756723.89,153068.3,M,102045.53,2024-08-15,,No,5,949061.02,No,9610427137,Rural,2009888.66,,2024-08-14,IND,POL-14011,UIN-624,Plan C,IND_HEALTH
POL-19727,POL-14312,N,Y,IF,U,I,,2024-08-09,2024-08-13,2025-08-12,,AG1085,SM1009,MEMBER-005888,MEMBER-002308,MEMBER-004175,MEMBER-003488,,1114560.26,55089.95,Q,41317.46,2024-08-13,,No,4,805378.4,No,9778431682,Urban,1289071.77,,2024-08-12,IND,POL-14312,UIN-101,Plan A,GROUP_HEALTH
POL-10325,,N,N,IF,S,I,,2024-08-09,2024-08-13,2025-08-12,,AG1014,SM1041,MEMBER-006296,MEMBER-005239,MEMBER-006144,MEMBER-005202,,2051023.26,62212.36,Q,31106.18,,2025-04-18,Yes,4,1592583.5,No,9862807034,Urban,,,,DIR,POL-10325,UIN-627,Plan B,IND_HEALTH
POL-14365,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1055,SM1027,MEMBER-001964,,,,,897729.44,57565.27,Y,57565.27,,,No,1,521842.62,No,9192923122,Rural,,,,IND,POL-14365,UIN-678,Plan C,PERSONAL_ACCIDENT
POL-16628,,N,N,IF,U,I,,2024-08-08,2024-08-12,2025-08-11,,AG1059,SM1045,MEMBER-006663,MEMBER-002301,MEMBER-000805,MEMBER-002915,,1141015.45,35931.97,M,20960.32,,,No,4,723556.25,No,9615877740,Rural,,,,IND,POL-16628,UIN-622,Plan C,IND_HEALTH
POL-13950,,N,N,IF,S,I,,2024-08-06,2024-08-11,2025-08-10,,AG1024,SM1030,MEMBER-001155,MEMBER-000852,MEMBER-001271,,,1405331.77,119843.95,Q,119843.95,,,No,3,978630.56,No,9769890035,Urban,,,,IND,POL-13950,UIN-488,Plan C,PERSONAL_ACCIDENT
POL-17761,,N,N,IF,U,I,,2024-08-11,2024-08-12,2025-08-11,,AG1098,SM1027,MEMBER-006501,,,,,1409500.93,71156.29,H,35578.14,,,No,1,913869.25,No,9330675814,Rural,,,,IND,POL-17761,UIN-557,Plan C,TERM_LIFE
POL-12884,,N,N,IF,S,I,,2024-08-09,2024-08-14,2025-08-13,,AG1127,SM1012,MEMBER-002220,MEMBER-000077,MEMBER-006985,,,882421.37,65732.28,Y,65732.28,,,No,3,541999.04,No,9877310088,Rural,,,,IOC,POL-12884,UIN-236,Plan B,PERSONAL_ACCIDENT
POL-11223,,N,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1012,SM1033,MEMBER-003795,,,,,152461.62,5599.53,Y,5599.53,,,No,1,78011.16,No,9164657021,Rural,,,,IND,POL-11223,UIN-704,Plan A,CRITICAL_ILLNESS
POL-14257,POL-14387,Y,N,IF,U,I,,2024-08-09,2024-08-14,2025-08-13,,AG1061,SM1019,MEMBER-002136,MEMBER-000373,MEMBER-000291,MEMBER-001895,MEMBER-002375,2483059.37,106756.63,H,53378.32,,,No,5,1912260.88,No,9131720720,Urban,2963075.7,2024-08-14,2024-08-13,IND,POL-14387,UIN-142,Plan A,TERM_LIFE
POL-15367,POL-14909,Y,N,IF,S,I,,2024-08-02,2024-08-02,2025-08-01,,AG1092,SM1001,MEMBER-000229,MEMBER-001799,MEMBER-003669,MEMBER-000449,,159140.96,9040.85,H,4520.43,,,No,4,114625.77,No,9144472860,Rural,113691.17,2024-08-02,2024-08-01,IND,POL-14909,UIN-300,Plan B,FAMILY_HEALTH_OPTIMA
POL-18255,,N,N,XP,S,I,,2024-08-05,2024-08-09,2025-08-08,,AG1111,SM1048,MEMBER-005503,MEMBER-004377,MEMBER-006466,MEMBER-001157,,974955.69,76363.48,M,69999.86,,,No,4,634741.44,No,9806659692,Urban,,,,IND,POL-18255,UIN-809,Plan C,GROUP_HEALTH
