Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1062,Indrajit Badal,MCI/DEL/55855,9827976545,2026-08-24,1991-07-30,Other,319665696168,99396597008,indrajit.doc4@clinic.com,74/85- Amble,0,New Delhi,Delhi,110077,Cardiology,Oncology,207R00000X,Armed Forces Medical College,2016,HOSP-0040,N,2020-08-24,Active,0,5.0,3290591.6300000004,4.0,1.0,1.0,480844.5,4.0,1990637.02,5.0,5.0,5.0,108346.102,125867.37,0.0,1.0,3.0,1.0,18,17439403.36,12,6,1,480844.5,15,12451659.620000001,18,14,16,143304.61111111112,211087.33222222223,0.0,1.0,9,6,27,22533829.03,19,8,2,1128323.38,23,15952230.71,27,20,25,126906.10703703704,188306.27296296298,0.0,2.0,15,8,35,31266781.67,24,11,2,1128323.38,31,22865768.92,35,23,31,163516.2514285714,178098.758,0.0,2.0,20,11,11,7802723.4799999995,9,2,2,1023141.3700000001,8,5378920.71,11,9,10,117893.22545454545,145685.2090909091,0.0,2.0,6,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,658118.3260000001,497659.255,968855.7422222222,830110.6413333334,834586.2603703705,693575.2482608696,893336.6191428571,737605.4490322581,709338.4981818182,672365.08875,0.0,0.0,0
PRAC-1063,Arnav Magar,MCI/TAM/70833,6590016556,2025-11-22,1991-06-02,Male,156744338369,99803532361,arnav.doc17@clinic.com,32/023 Ahuja Nagar,0,Chennai,Tamil Nadu,623894,General Surgery,Cardiology,208600000X,Kasturba Medical College,2018,HOSP-0013,N,2022-04-10,Active,0,5.0,1793965.33,4.0,1.0,0.0,0.0,4.0,1282133.14,5.0,3.0,5.0,93277.144,78417.326,0.0,0.0,3.0,1.0,17,9821581.08,15,2,3,2572319.38,11,4694395.47,17,13,16,171153.13764705881,104142.27352941176,0.0,3.0,9,2,26,14108435.83,21,5,3,2572319.38,19,7666871.16,26,19,22,144270.71807692308,108027.08538461539,0.0,3.0,15,4,29,15020188.06,23,6,3,2572319.38,22,8353115.82,29,21,25,130669.93655172414,108352.20103448276,0.0,3.0,17,5,16,11295317.22,11,5,0,0.0,14,6890993.25,16,13,13,129941.6125,124891.56125,0.0,0.0,9,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,358793.066,320533.285,577740.0635294118,426763.22454545455,542632.1473076923,403519.5347368421,517937.5193103448,379687.08272727276,705957.32625,492213.8035714286,0.0,0.0,0
PRAC-1064,Saksham Hans,MCI/MAH/92606,2746396939,2027-08-13,1969-05-28,Male,11743445242,99296150470,saksham.doc23@clinic.com,430 Chada Street,Arya,Nagpur,Maharashtra,489613,General Practice,Pediatrics,208D00000X,Armed Forces Medical College,1994,HOSP-0050,Y,2010-08-19,Under Review,0,5.0,2010293.65,5.0,0.0,0.0,0.0,4.0,1647210.94,5.0,5.0,5.0,28282.546000000002,66409.564,0.0,0.0,4.0,0.0,14,8991912.3,11,3,1,910981.73,11,7019562.83,14,12,13,112404.18714285713,57618.525714285715,0.0,1.0,9,2,40,19082927.14,31,9,5,2715414.94,32,13778246.69,40,27,38,94023.867,61880.34175,1.0,4.0,25,7,48,22542111.85,37,11,5,2715414.94,39,16637565.08,48,30,44,90788.16916666667,66811.60333333333,1.0,4.0,31,8,21,10386708.94,18,3,2,589866.5800000001,19,8390086.0,21,20,18,94680.4,118945.07476190475,0.0,2.0,16,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,402058.73,411802.735,642279.4500000001,638142.0754545454,477073.17850000004,430570.2090625,469627.3302083334,426604.23282051284,494605.1876190476,441583.4736842105,0.0,0.0,0
PRAC-1065,Samar Hari,MCI/DEL/68548,9262469932,2027-08-25,1994-07-28,Other,469190717401,99229962046,samar.doc54@clinic.com,H.No. 01- Din Nagar,0,New Delhi,Delhi,110090,Dermatology,Orthopedic Surgery,207N00000X,Armed Forces Medical College,2019,HOSP-0028,N,2022-09-20,Active,0,4.0,1061834.0,3.0,1.0,0.0,0.0,4.0,578878.79,4.0,4.0,4.0,56218.692500000005,50136.995,0.0,0.0,3.0,1.0,13,5716455.28,11,2,0,0.0,11,2305756.01,13,12,12,119409.03,81096.45153846155,0.0,0.0,10,1,22,14829849.75,19,3,1,1124710.12,19,9288554.48,22,18,19,135955.8159090909,140139.34818181818,1.0,0.0,18,1,27,17728953.29,22,5,1,1124710.12,23,11519018.91,27,22,23,130233.52296296296,139264.02111111113,1.0,0.0,21,2,21,13053498.030000001,15,6,2,2333720.59,19,9114760.66,21,20,21,115024.13047619046,130836.6180952381,1.0,1.0,14,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,265458.5,144719.6975,439727.32923076925,209614.1827272727,674084.0795454546,488871.2884210527,656627.8996296296,500826.9091304348,621595.1442857144,479724.2452631579,0.0,0.0,0
PRAC-1066,Bhavin Grover,MCI/TAM/97073,1963612105,2026-02-15,1982-02-15,Female,414803707063,98557785381,bhavin.doc11@clinic.com,31- Bala Path,Bhagat Circle,Chennai,Tamil Nadu,611043,Oncology,Orthopedic Surgery,207R00000X,JIPMER,2008,HOSP-0047,Y,2011-05-09,Active,0,3.0,1414464.27,3.0,0.0,1.0,292820.89,2.0,1082614.43,3.0,3.0,3.0,101082.13666666666,82264.46333333333,0.0,1.0,2.0,0.0,8,2535407.44,7,1,1,292820.89,7,2011056.65,8,8,8,74513.9475,58572.69625,0.0,1.0,6,1,21,16384635.62,18,3,3,2121270.7800000003,17,8221747.66,21,20,19,152444.01523809522,247281.70333333337,0.0,3.0,14,3,29,20411618.54,24,5,5,3745756.53,22,9728467.67,29,27,25,147446.8596551724,205273.5951724138,1.0,4.0,18,4,26,19522884.37,19,7,2,769400.26,23,16291324.049999999,26,19,24,133297.76730769232,155450.65076923076,0.0,2.0,16,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,471488.09,541307.215,316925.93,287293.8071428571,780220.7438095238,483632.21529411763,703848.9151724138,442203.0759090909,750880.1680769231,708318.4369565217,0.0,0.0,0
PRAC-1067,Saksham Kala,MCI/MAH/36229,1389594352,2029-02-26,1988-04-30,Other,706017929236,97825217279,saksham.doc9@clinic.com,29- Seth Ganj,0,Mumbai,Maharashtra,468561,Dermatology,Cardiology,207N00000X,JIPMER,2014,HOSP-0043,Y,2025-02-22,Active,0,4.0,1888972.82,3.0,1.0,0.0,0.0,4.0,1647241.1400000001,4.0,4.0,4.0,86924.49,118000.23499999999,0.0,0.0,3.0,1.0,11,4747392.63,8,3,1,60628.18,10,4083272.27,10,10,10,108780.05454545455,98309.88363636364,0.0,1.0,7,3,30,25601102.87,20,10,2,5888563.81,27,11238825.61,29,23,27,267064.201,207808.49633333334,0.0,2.0,17,10,35,28322805.07,24,11,2,5888563.81,31,13481880.96,34,25,29,247353.20714285714,185781.03914285716,0.0,2.0,20,11,22,14949172.46,16,6,1,136558.5,19,10787777.42,22,18,21,151236.64954545454,141004.56363636363,0.0,1.0,14,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,472243.205,411810.28500000003,431581.1481818182,408327.227,853370.0956666667,416252.8003703703,809223.002,434899.38580645167,679507.8390909091,567777.7589473684,0.0,0.0,0
PRAC-1068,Aarna Cherian,MCI/WES/90833,3652386181,2027-01-23,1996-10-03,Female,291855790295,97882727475,aarna.doc88@clinic.com,H.No. 83- Mahajan Path,Sarraf Path,Kolkata,West Bengal,799492,Oncology,Neurology,207R00000X,All India Institute of Medical Sciences,2023,HOSP-0021,Y,2025-07-10,Active,0,3.0,757010.7100000001,2.0,1.0,0.0,0.0,3.0,1229023.06,3.0,3.0,3.0,15458.886666666667,51955.670000000006,0.0,0.0,2.0,1.0,8,3372184.66,7,1,0,0.0,8,3344108.9,8,8,8,28803.57,85353.91625,0.0,0.0,7,1,19,8552510.75,15,4,0,0.0,19,7867244.09,19,16,19,85752.3894736842,83587.77210526315,0.0,0.0,15,4,22,9743009.33,17,5,0,0.0,22,8970536.86,22,16,22,84909.495,78599.2590909091,0.0,0.0,17,5,29,14592204.24,21,8,1,127619.06,25,12237331.75,29,23,26,106700.20103448276,100284.15000000001,0.0,1.0,17,8,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,252336.90333333335,409674.35333333333,421523.0825,418013.6125,450132.1447368421,414065.4784210526,442864.0604545455,407751.6754545454,503179.4565517242,489493.27,0.0,0.0,0
PRAC-1069,Miraan Chadha,MCI/KAR/34837,9370597326,2026-09-15,1981-08-19,Female,804240746815,98925904530,miraan.doc65@clinic.com,H.No. 49- Shah Chowk,Vora Road,Bangalore,Karnataka,563145,General Practice,Cardiology,208D00000X,Kasturba Medical College,2011,HOSP-0045,N,2021-02-11,Inactive,0,6.0,2838110.05,3.0,3.0,1.0,520162.97,5.0,1954215.16,6.0,6.0,6.0,86054.17833333333,95206.53333333333,1.0,0.0,3.0,2.0,11,4361607.34,7,4,1,520162.97,10,3196679.93,11,10,11,69159.47090909092,81708.0190909091,1.0,0.0,7,3,21,8332932.819999999,12,9,2,651526.27,19,6729020.96,21,17,21,69414.44952380953,94836.37619047619,2.0,0.0,12,7,33,14224732.959999999,22,11,2,651526.27,31,11937585.98,33,23,31,94868.87575757575,100663.82151515152,2.0,0.0,22,9,15,18092381.25,11,4,1,412604.74,11,12270052.82,15,13,13,188245.35,186424.40866666666,0.0,1.0,8,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,473018.3416666666,390843.032,396509.7581818182,319667.993,396806.3247619047,354158.9978947368,431052.5139393939,385083.4187096774,1206158.75,1115459.3472727274,0.0,0.0,0
PRAC-1070,Dhanush Vyas,MCI/KAR/94092,9023159805,2027-01-13,1963-05-28,Male,530810966605,98434646662,dhanush.doc84@clinic.com,65/32 Chokshi Marg,Dave Nagar,Bangalore,Karnataka,581835,Dermatology,Neurology,207N00000X,Christian Medical College,1989,HOSP-0045,Y,2022-02-27,Active,0,2.0,292987.18,2.0,0.0,0.0,0.0,2.0,263757.72,2.0,2.0,2.0,30976.215,32942.58,0.0,0.0,2.0,0.0,11,7092230.82,9,2,2,913192.17,8,3758939.2199999997,11,11,11,71368.48545454546,245056.68545454546,0.0,2.0,6,2,26,19622676.64,22,4,4,3444240.42,18,10099029.35,26,23,26,119859.88692307692,203469.91384615382,0.0,4.0,14,4,30,22818776.25,26,4,4,3444240.42,22,13000337.290000001,30,26,29,120792.52799999999,206518.451,0.0,4.0,18,4,20,12859467.67,9,11,2,1133223.26,15,7575938.119999999,20,18,18,141288.71899999998,156875.7905,2.0,0.0,8,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,146493.59,131878.86,644748.2563636363,469867.40249999997,754718.3323076924,561057.1861111111,760625.875,590924.4222727274,642973.3835,505062.5413333333,0.0,0.0,0
PRAC-1071,Kavya Sachar,MCI/DEL/53696,2162071177,2025-10-05,1983-09-14,Other,255734469376,98780381862,kavya.doc32@clinic.com,62 Amble Road,0,New Delhi,Delhi,110037,Oncology,General Surgery,207R00000X,Maulana Azad Medical College,2011,HOSP-0048,Y,2024-10-09,Active,0,3.0,527514.6799999999,2.0,1.0,1.0,184955.53,2.0,318717.01,3.0,2.0,3.0,14333.133333333333,45209.01,0.0,1.0,1.0,1.0,13,6243874.13,12,1,2,575664.76,11,5000899.8,13,10,13,104170.32692307692,87786.92538461539,0.0,2.0,10,1,27,13574468.74,20,7,3,943398.9,24,11376467.0,27,23,26,98951.63888888889,106552.42037037037,1.0,2.0,18,6,30,15592195.54,23,7,3,943398.9,27,12929149.05,30,25,28,101829.40766666667,114050.67333333334,1.0,2.0,21,6,21,14040725.64,18,3,1,3489261.74,18,8810412.16,21,14,21,104760.08238095239,105470.1857142857,1.0,0.0,16,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,175838.22666666665,159358.505,480298.01,454627.2545454545,502758.1014814815,474019.4583333333,519739.8513333333,478857.3722222223,668605.9828571429,489467.34222222224,0.0,0.0,0
PRAC-1072,Nirvaan Chaudhari,MCI/TAM/79658,9716278156,2029-01-24,1978-02-21,Male,291276151938,99460199635,nirvaan.doc53@clinic.com,H.No. 546- Jain Marg,0,Madurai,Tamil Nadu,699445,General Practice,General Surgery,208D00000X,Kasturba Medical College,2002,HOSP-0008,Y,2004-06-02,Active,0,13.0,2040070.8,10.0,3.0,0.0,0.0,13.0,8257866.32,13.0,10.0,1.0,40779.03153846154,16392.1,0.0,0.0,10.0,3.0,34,7339120.08,24,10,2,753428.98,31,14987996.84,34,24,8,52464.29176470588,37270.41176470588,0.0,2.0,21,10,45,17567535.09,31,14,4,898856.32,40,24141284.66,45,30,16,98496.2708888889,65073.236000000004,2.0,2.0,28,12,51,20844889.84,37,14,4,898856.32,46,27144120.34,51,33,22,98496.97823529411,71654.11568627451,2.0,2.0,34,12,17,18874265.37,13,4,2,1694827.8900000001,14,13257279.33,17,15,15,248135.2876470588,294843.9170588235,1.0,1.0,11,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,156928.52307692307,635220.4861538461,215856.47294117647,483483.7690322581,390389.66866666666,603532.1165,408723.3301960784,590089.5726086956,1110250.904117647,946948.5235714286,0.0,0.0,0
PRAC-1073,Rania Lanka,MCI/DEL/94073,7723260674,2028-04-10,1969-12-22,Other,510521654560,98002775549,rania.doc31@clinic.com,H.No. 179 Ahuja Road,Sagar Street,New Delhi,Delhi,110075,Oncology,Neurology,207R00000X,Armed Forces Medical College,1996,HOSP-0033,N,2025-04-26,Active,0,1.0,42952.46,1.0,0.0,0.0,0.0,1.0,30255.14,1.0,1.0,1.0,2820.25,11021.86,0.0,0.0,1.0,0.0,14,11745274.39,11,3,1,1322496.84,12,7099285.38,14,13,13,167901.29499999998,160695.54285714286,0.0,1.0,9,3,27,18587650.91,19,8,2,1975129.04,24,12435976.27,27,23,25,163564.37518518517,128483.68592592592,1.0,1.0,17,7,33,22193913.65,23,10,2,1975129.04,29,15253999.37,33,27,30,160643.6521212121,134662.0578787879,1.0,1.0,20,9,15,16323034.03,10,5,2,2398911.2800000003,12,9104967.33,15,13,14,217418.20333333334,203134.0406666667,0.0,2.0,7,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42952.46,30255.14,838948.1707142858,591607.115,688431.5151851852,518165.67791666667,672542.8378787879,525999.978275862,1088202.2686666667,758747.2775,0.0,0.0,0
PRAC-1074,Hunar Choudhry,MCI/DEL/43466,1588591839,2027-07-20,1981-01-10,Female,508810066814,99388105493,hunar.doc68@clinic.com,H.No. 456- Subramaniam Marg,Kara Path,New Delhi,Delhi,110028,Pediatrics,Dermatology,208000000X,Armed Forces Medical College,2008,HOSP-0024,N,2021-11-19,Inactive,0,4.0,3614438.13,4.0,0.0,0.0,0.0,4.0,2895043.2800000003,4.0,4.0,4.0,141839.7975,180423.56999999998,0.0,0.0,4.0,0.0,15,7731024.07,15,0,2,577439.36,13,6021037.96,15,12,14,92910.46066666667,92254.40400000001,0.0,2.0,13,0,29,14983729.040000001,26,3,3,794328.1799999999,25,11142716.6,29,22,26,102850.75724137931,119336.25137931034,1.0,2.0,23,2,34,16808285.54,30,4,4,871199.09,28,12416517.32,34,25,31,94674.56617647059,107148.38529411764,1.0,3.0,26,2,21,11504920.48,15,6,0,0.0,19,8374109.26,21,19,19,108192.36,110959.62380952381,0.0,0.0,13,6,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,903609.5325,723760.8200000001,515401.6046666667,463156.76615384617,516680.311724138,445708.664,494361.3394117647,443447.04714285716,547853.3561904762,440742.5926315789,0.0,0.0,0
PRAC-1075,Rania Atwal,MCI/KAR/16870,5202026876,2028-04-25,1962-04-04,Male,345200493078,98552480353,rania.doc87@clinic.com,78/862- Divan Zila,Srinivas Road,Bangalore,Karnataka,565565,Orthopedic Surgery,Oncology,207X00000X,Maulana Azad Medical College,1990,HOSP-0017,Y,1995-02-12,Active,0,6.0,3063928.15,5.0,1.0,0.0,0.0,6.0,2883488.91,6.0,6.0,6.0,55538.958333333336,144789.13666666666,0.0,0.0,5.0,1.0,13,6660823.04,11,2,1,1156852.35,11,5158851.6,13,11,13,72309.38076923076,138716.72846153847,0.0,1.0,9,2,25,14108141.2,20,5,1,1156852.35,23,11293355.2,25,18,23,104166.88160000001,127333.63879999999,0.0,1.0,18,5,30,20123176.509999998,23,7,1,1156852.35,28,16863783.67,30,22,27,119419.28600000001,153103.56333333335,0.0,1.0,21,7,21,8571334.56,18,3,1,336185.6,20,7333870.62,21,18,16,96339.00857142857,89626.94047619047,0.0,1.0,17,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,510654.69166666665,480581.48500000004,512371.0030769231,468986.50909090904,564325.6479999999,491015.44347826083,670772.5503333333,602277.9882142858,408158.7885714286,366693.531,0.0,0.0,0
PRAC-1076,Jayant Sagar,MCI/TAM/38609,8363746832,2025-09-24,1977-11-26,Other,59051756950,99821146949,jayant.doc81@clinic.com,91 Atwal Zila,Keer Zila,Madurai,Tamil Nadu,684463,Orthopedic Surgery,Cardiology,207X00000X,Maulana Azad Medical College,2002,HOSP-0018,Y,2024-03-19,Active,0,2.0,1818720.5,2.0,0.0,0.0,0.0,2.0,1423959.1600000001,2.0,2.0,2.0,101407.485,124253.425,0.0,0.0,2.0,0.0,14,9314635.459999999,9,5,2,338945.3,11,6170182.91,14,13,13,100805.94857142857,143043.63142857142,0.0,2.0,6,5,27,18195831.869999997,22,5,4,929929.18,22,13316325.06,27,22,23,106490.2425925926,135278.3148148148,0.0,4.0,17,5,28,19713441.779999997,22,6,4,929929.18,23,14503626.56,28,22,23,111649.04964285715,149997.65107142855,0.0,4.0,17,6,22,11731193.67,14,8,3,2007149.6500000001,16,6438511.77,22,18,21,86347.57772727273,106812.67409090909,1.0,2.0,10,6,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,909360.25,711979.5800000001,665331.1042857142,560925.7190909091,673919.6988888888,605287.5027272728,704051.492142857,630592.4591304348,533236.0759090909,402406.985625,0.0,0.0,0
PRAC-1077,Indranil Mani,MCI/WES/71353,2722436964,2027-09-26,1982-09-12,Male,42851973149,98665244549,indranil.doc46@clinic.com,97/050 Ray Circle,Hegde Chowk,Howrah,West Bengal,741649,Neurology,Dermatology,2084N0400X,JIPMER,2009,HOSP-0015,N,2017-08-19,Inactive,0,3.0,3684089.92,3.0,0.0,0.0,0.0,3.0,2895131.05,3.0,3.0,3.0,188387.54,58094.073333333334,0.0,0.0,3.0,0.0,8,7270919.54,7,1,1,1037945.16,7,4898952.25,8,8,8,169664.9775,113582.46125,0.0,1.0,6,1,20,20831477.64,14,6,1,1037945.16,19,16052045.32,20,17,18,229399.804,199056.04499999998,0.0,1.0,13,6,28,25804317.39,20,8,1,1037945.16,27,20204370.04,28,22,25,192372.57714285716,163398.4375,0.0,1.0,19,8,17,9063963.26,16,1,1,42561.5,16,7565792.49,17,13,16,88884.41823529413,101053.81999999999,0.0,1.0,15,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1228029.9733333334,965043.6833333332,908864.9425,699850.3214285715,1041573.882,844844.4905263158,921582.7639285715,748310.0014814815,533174.3094117647,472862.030625,0.0,0.0,0
PRAC-1078,Aarna Kala,MCI/WES/16612,5533983024,2027-02-20,1981-08-22,Other,832403733891,98538509020,aarna.doc6@clinic.com,H.No. 07- Bala Street,Mani Circle,Kolkata,West Bengal,769486,Neurology,Cardiology,2084N0400X,Maulana Azad Medical College,2006,HOSP-0020,Y,2024-05-05,Active,0,2.0,6289072.03,1.0,1.0,0.0,0.0,2.0,4578409.84,2.0,2.0,2.0,1076274.185,649314.27,0.0,0.0,1.0,1.0,7,9332816.46,6,1,0,0.0,6,6635841.27,7,6,7,389174.35571428575,264104.43857142853,0.0,0.0,5,1,25,18486170.27,22,3,0,0.0,23,14390117.89,25,17,23,179213.36399999997,133317.8044,0.0,0.0,21,2,31,20098019.5,27,4,1,204205.71,28,15442723.379999999,31,20,29,152364.2758064516,112960.03935483871,0.0,1.0,25,3,21,11807371.33,17,4,3,1320143.16,15,7557007.449999999,21,18,21,98610.22238095237,129117.92714285714,0.0,3.0,11,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3144536.015,2289204.92,1333259.4942857143,1105973.545,739446.8108,625657.2995652175,648323.2096774194,551525.835,562255.7776190477,503800.49666666664,0.0,0.0,0
PRAC-1079,Shanaya Andra,MCI/TAM/93971,7876349340,2028-12-17,1969-07-10,Female,279907720791,98252425091,shanaya.doc82@clinic.com,17/983- Bava Circle,0,Madurai,Tamil Nadu,677248,Dermatology,General Surgery,207N00000X,Maulana Azad Medical College,1993,HOSP-0036,N,2000-01-03,Active,0,4.0,1526337.51,4.0,0.0,0.0,0.0,4.0,1305478.15,4.0,3.0,4.0,73239.5475,88623.91,0.0,0.0,4.0,0.0,13,5624436.42,13,0,0,0.0,12,4627014.2,13,11,13,65584.13846153846,103579.7246153846,0.0,0.0,12,0,28,13618744.89,25,3,1,301774.44,26,11370741.290000001,28,20,28,94187.76642857143,99768.73785714286,0.0,1.0,23,3,34,17143273.37,29,5,1,301774.44,31,14113233.42,34,23,34,108797.48205882353,99077.54911764705,0.0,1.0,26,5,16,7036331.630000001,13,3,0,0.0,12,3405972.51,16,13,14,112723.329375,79896.255625,0.0,0.0,9,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,381584.3775,326369.5375,432648.9553846154,385584.51666666666,486383.7460714286,437336.2034615385,504213.92264705885,455265.5941935484,439770.72687500005,283831.0425,0.0,0.0,0
